source_root_id,analysis_body_id,LN_instance,LN_type,analysis_hemisphere,neuropil,orn_synapses_in_hemisphere,pn_synapses_in_hemisphere,all_output_synapses_in_hemisphere,primary_flywire_name,comparison_name,recommended_match_group,hemibrain_type_names,hemibrain_family_names,all_names,cell_type,hemibrain_type,top_nt,top_nt_conf,known_nt,known_nt_source,comparison_LN_class
720575940621470028,7205759406214700281,v2LN42a_L,v2LN42a,L,AL_L,35,136,938,v2LN42a,v2LN42,v2LN42,v2LN42,v2LN42,AL local neuron;ALLN;ALv2;glutamate;right;v2LN42;v2LN42a,v2LN42a,v2LN42,glutamate,0.6901239848336582,,,v2LN42
720575940638664014,7205759406386640142,CB3326_R,CB3326,R,AL_R,38,144,1071,CB3326,CB3326,CB3326,,,AL local neuron;ALLN;ALv2;CB3326;glutamate;left,CB3326,,glutamate,0.4297506841505256,,,CB3326
720575940614858399,7205759406148583992,CB1686_R,CB1686,R,AL_R,39,444,1637,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;CB1686,CB1686,,gaba,0.4423722405530293,,,CB1686
720575940612042981,7205759406120429811,lLN9_L,lLN9,L,AL_L,1,30,120,lLN9,lLN9,lLN9,lLN9,lLN9,AL local neuron;ALLN;lLN9,,lLN9,acetylcholine,0.3980788169508238,,,lLN9
720575940612042981,7205759406120429812,lLN9_R,lLN9,R,AL_R,42,221,1000,lLN9,lLN9,lLN9,lLN9,lLN9,AL local neuron;ALLN;lLN9,,lLN9,acetylcholine,0.3980788169508238,,,lLN9
720575940616642790,7205759406166427901,lLN13_L,lLN13,L,AL_L,19,338,1627,lLN13,lLN13,lLN13,lLN13,lLN13,AL local neuron;ALLN;lLN13,,lLN13,gaba,0.5985307141341524,,,lLN13
720575940637183454,7205759406371834542,CB1686_R,CB1686,R,AL_R,67,333,1428,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;CB1686,CB1686,,acetylcholine,0.4039666229549488,,,CB1686
720575940625956483,7205759406259564831,CB2571_L,CB2571,L,AL_L,12,65,834,CB2571,CB2571,CB2571,,,AL local neuron;ALLN;ALv2;CB2571;gaba;right,CB2571,,acetylcholine,0.3058047557084951,,,CB2571
720575940631591199,7205759406315911991,v2LN34E_L,v2LN34E,L,AL_L,1,129,874,v2LN34E,v2LN34E,v2LN34E,v2LN34E,v2LN34E,AL local neuron;ALLN;ALv2;right;v2LN34E,,v2LN34E,glutamate,0.7131649175775224,,,v2LN34E
720575940610426578,7205759406104265782,CB1473_R,CB1473,R,AL_R,72,414,1501,CB1473,CB1473,CB1473,,,AL local neuron;ALLN;CB1473,CB1473,,acetylcholine,0.4121380374666256,,,CB1473
720575940611944914,7205759406119449141,lLN2P_a_L,lLN2P_a,L,AL_L,995,873,6252,lLN2P_a,lLN2P_a,lLN2P,lLN2P_a,lLN2P,AL local neuron;ALLN;lLN2P_a,,lLN2P_a,glutamate,0.4021345700120993,,,lLN2P
720575940652063734,7205759406520637342,CB1673_R,CB1673,R,AL_R,12,71,1555,CB1673,CB1673,CB1673,,,AL local neuron;ALLN;ALv2;CB1673;glutamate;left,CB1673,,glutamate,0.4051721969531863,,,CB1673
720575940614618683,7205759406146186831,v2LN34E_L,v2LN34E,L,AL_L,3,126,1026,v2LN34E,v2LN34E,v2LN34E,v2LN34E,v2LN34E,AL local neuron;ALLN;ALv2;glutamate;right;v2LN34E,,v2LN34E,glutamate,0.3594553148938192,,,v2LN34E
720575940614618683,7205759406146186832,v2LN34E_R,v2LN34E,R,AL_R,2,30,245,v2LN34E,v2LN34E,v2LN34E,v2LN34E,v2LN34E,AL local neuron;ALLN;ALv2;glutamate;right;v2LN34E,,v2LN34E,glutamate,0.3594553148938192,,,v2LN34E
720575940635847269,7205759406358472691,lLN9_L,lLN9,L,AL_L,5,26,138,lLN9,lLN9,lLN9,lLN9,lLN9,AL local neuron;ALLN;lLN9,,lLN9,gaba,0.4221583265615568,,,lLN9
720575940635847269,7205759406358472692,lLN9_R,lLN9,R,AL_R,29,224,833,lLN9,lLN9,lLN9,lLN9,lLN9,AL local neuron;ALLN;lLN9,,lLN9,gaba,0.4221583265615568,,,lLN9
720575940611379569,7205759406113795691,lLN2T_b_L,lLN2T_b,L,AL_L,8066,2890,17687,lLN2T_b,lLN2T_b,lLN2T,lLN2T_b,lLN2T,AL local neuron;ALLN;lLN2T_b,,lLN2T_b,serotonin,0.3445015300317486,acetylcholine,"Shang et al., 2007",lLN2T
720575940611098595,7205759406110985951,v2LN34E_L,v2LN34E,L,AL_L,4,74,860,v2LN34E,v2LN34E,v2LN34E,v2LN34E,v2LN34E,AL local neuron;ALLN;ALv2;glutamate;right;v2LN34E,,v2LN34E,glutamate,0.5665452827732085,,,v2LN34E
720575940634127456,7205759406341274561,v2LN34E_L,v2LN34E,L,AL_L,1,21,290,v2LN34E,v2LN34E,v2LN34E,v2LN34E,v2LN34E,AL local neuron;ALLN;ALv2;glutamate;left;v2LN34E,,v2LN34E,glutamate,0.4357502944787883,,,v2LN34E
720575940634127456,7205759406341274562,v2LN34E_R,v2LN34E,R,AL_R,7,104,1074,v2LN34E,v2LN34E,v2LN34E,v2LN34E,v2LN34E,AL local neuron;ALLN;ALv2;glutamate;left;v2LN34E,,v2LN34E,glutamate,0.4357502944787883,,,v2LN34E
720575940620234177,7205759406202341771,CB1673_L,CB1673,L,AL_L,11,82,1668,CB1673,CB1673,CB1673,,,AL local neuron;ALLN;ALv2;CB1673;right,CB1673,,glutamate,0.4339406369452409,,,CB1673
720575940629508652,7205759406295086521,CB3575_L,CB3575,L,AL_L,7,168,1412,CB3575,CB3575,CB3575,,,AL local neuron;ALLN;ALv2;CB3575;right,CB3575,,acetylcholine,0.3581267778801763,,,CB3575
720575940629508652,7205759406295086522,CB3575_R,CB3575,R,AL_R,2,37,226,CB3575,CB3575,CB3575,,,AL local neuron;ALLN;ALv2;CB3575;right,CB3575,,acetylcholine,0.3581267778801763,,,CB3575
720575940640559165,7205759406405591651,CB1673_L,CB1673,L,AL_L,13,44,1485,CB1673,CB1673,CB1673,,,AL local neuron;ALLN;ALv2;CB1673;right,CB1673,,glutamate,0.4427729376193665,,,CB1673
720575940627132232,7205759406271322321,CB2571_L,CB2571,L,AL_L,36,168,1704,CB2571,CB2571,CB2571,,,AL local neuron;ALLN;ALv2;CB2571;acetylcholine;right,CB2571,,acetylcholine,0.3832279344266574,,,CB2571
720575940627132232,7205759406271322322,CB2571_R,CB2571,R,AL_R,4,36,334,CB2571,CB2571,CB2571,,,AL local neuron;ALLN;ALv2;CB2571;acetylcholine;right,CB2571,,acetylcholine,0.3832279344266574,,,CB2571
720575940639067108,7205759406390671081,v2LN3A1_b_L,v2LN3A1_b,L,AL_L,310,234,2086,v2LN3A1_b,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;glutamate;right;v2LN3A;v2LN3A1_b,v2LN3A1_b,v2LN3A,glutamate,0.3098578084458543,,,v2LN3a
720575940639067108,7205759406390671082,v2LN3A1_b_R,v2LN3A1_b,R,AL_R,5,40,300,v2LN3A1_b,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;glutamate;right;v2LN3A;v2LN3A1_b,v2LN3A1_b,v2LN3A,glutamate,0.3098578084458543,,,v2LN3a
720575940633156203,7205759406331562031,CB2527_L,CB2527,L,AL_L,3,30,477,CB2527,CB2527,CB2527,,,AL local neuron;ALLN;ALv2;CB2527;left,CB2527,,glutamate,0.3670917871822754,,,CB2527
720575940633156203,7205759406331562032,CB2527_R,CB2527,R,AL_R,18,70,1047,CB2527,CB2527,CB2527,,,AL local neuron;ALLN;ALv2;CB2527;left,CB2527,,glutamate,0.3670917871822754,,,CB2527
720575940626876945,7205759406268769451,CB2569_L,CB2569,L,AL_L,18,123,654,CB2569,CB2569,CB2569,,,AL local neuron;ALLN;ALv2;CB2569;left,CB2569,,acetylcholine,0.3591632694720943,,,CB2569
720575940626876945,7205759406268769452,CB2569_R,CB2569,R,AL_R,74,137,688,CB2569,CB2569,CB2569,,,AL local neuron;ALLN;ALv2;CB2569;left,CB2569,,acetylcholine,0.3591632694720943,,,CB2569
720575940618552443,7205759406185524431,CB3417_L,CB3417,L,AL_L,2,36,256,CB3417,CB3417,CB3417,,,AL local neuron;ALLN;ALv2;CB3417;glutamate;left,CB3417,,glutamate,0.4423601927633836,,,CB3417
720575940618552443,7205759406185524432,CB3417_R,CB3417,R,AL_R,12,221,1779,CB3417,CB3417,CB3417,,,AL local neuron;ALLN;ALv2;CB3417;glutamate;left,CB3417,,glutamate,0.4423601927633836,,,CB3417
720575940622224836,7205759406222248361,CB1668_L,CB1668,L,AL_L,82,272,885,CB1668,CB1668,CB1668,,,AL local neuron;ALLN;ALv2;CB1668;glutamate;right,CB1668,,glutamate,0.4427756134965082,,,CB1668
720575940622224836,7205759406222248362,CB1668_R,CB1668,R,AL_R,28,74,381,CB1668,CB1668,CB1668,,,AL local neuron;ALLN;ALv2;CB1668;glutamate;right,CB1668,,glutamate,0.4427756134965082,,,CB1668
720575940619937445,7205759406199374452,CB3575_R,CB3575,R,AL_R,5,207,1504,CB3575,CB3575,CB3575,,,AL local neuron;ALLN;ALv2;CB3575;left,CB3575,,glutamate,0.4379157175119973,,,CB3575
720575940627369960,7205759406273699601,v2LN49_L,v2LN49,L,AL_L,2,325,1329,v2LN49,v2LN49,v2LN49,v2LN49,v2LN49,AL local neuron;ALLN;ALv2;right;v2LN49,,v2LN49,glutamate,0.4364345647062697,,,v2LN49
720575940612475598,7205759406124755981,lLN2P_a_L,lLN2P_a,L,AL_L,734,918,6245,lLN2P_a,lLN2P_a,lLN2P,lLN2P_a,lLN2P,AL local neuron;ALLN;ALl1_dorsal;glutamate;lLN2P_a;right,,lLN2P_a,glutamate,0.3318781443620341,,,lLN2P
720575940652562081,7205759406525620811,v2LN39a_L,v2LN39a,L,AL_L,6,403,2222,v2LN39a,v2LN39a,v2LN39a,,,AL local neuron;ALLN;ALv2;right;v2LN39a,v2LN39a,,glutamate,0.5593485968523154,,,v2LN39a
720575940606705073,7205759406067050731,CB3633_L,CB3633,L,AL_L,112,64,1569,CB3633,CB3633,CB3633,,,AL local neuron;ALLN;ALv2;CB3633;acetylcholine;right,CB3633,,acetylcholine,0.3546095756892704,,,CB3633
720575940606705073,7205759406067050732,CB3633_R,CB3633,R,AL_R,3,33,487,CB3633,CB3633,CB3633,,,AL local neuron;ALLN;ALv2;CB3633;acetylcholine;right,CB3633,,acetylcholine,0.3546095756892704,,,CB3633
720575940625958414,7205759406259584141,v2LN3A1_a_L,v2LN3A1_a,L,AL_L,179,99,1815,v2LN3A1_a,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;right;v2LN3A;v2LN3A1_a,v2LN3A1_a,v2LN3A,acetylcholine,0.348037456234462,,,v2LN3a
720575940625958414,7205759406259584142,v2LN3A1_a_R,v2LN3A1_a,R,AL_R,1,41,397,v2LN3A1_a,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;right;v2LN3A;v2LN3A1_a,v2LN3A1_a,v2LN3A,acetylcholine,0.348037456234462,,,v2LN3a
720575940612049459,7205759406120494592,CB2527_R,CB2527,R,AL_R,13,66,994,CB2527,CB2527,CB2527,,,AL local neuron;ALLN;ALv2;CB2527;glutamate;left,CB2527,,glutamate,0.4823242011903956,,,CB2527
720575940638853454,7205759406388534541,v2LN42c_L,v2LN42c,L,AL_L,88,188,1439,v2LN42c,v2LN42,v2LN42,v2LN42,v2LN42,AL local neuron;ALLN;ALv2;glutamate;right;v2LN42;v2LN42c,v2LN42c,v2LN42,glutamate,0.6265472480015832,,,v2LN42
720575940645372964,7205759406453729641,CB3417_L,CB3417,L,AL_L,4,48,441,CB3417,CB3417,CB3417,,,AL local neuron;ALLN;ALv2;CB3417;left,CB3417,,glutamate,0.3967006810661483,,,CB3417
720575940645372964,7205759406453729642,CB3417_R,CB3417,R,AL_R,15,231,2133,CB3417,CB3417,CB3417,,,AL local neuron;ALLN;ALv2;CB3417;left,CB3417,,glutamate,0.3967006810661483,,,CB3417
720575940638422480,7205759406384224801,CB2569_L,CB2569,L,AL_L,147,201,750,CB2569,CB2569,CB2569,,,AL local neuron;ALLN;ALv2;CB2569;right,CB2569,,acetylcholine,0.4243386640576025,,,CB2569
720575940638422480,7205759406384224802,CB2569_R,CB2569,R,AL_R,33,111,701,CB2569,CB2569,CB2569,,,AL local neuron;ALLN;ALv2;CB2569;right,CB2569,,acetylcholine,0.4243386640576025,,,CB2569
720575940627031226,7205759406270312261,CB3633_L,CB3633,L,AL_L,108,43,1786,CB3633,CB3633,CB3633,,,AL local neuron;ALLN;ALv2;CB3633;right,CB3633,,glutamate,0.3967287887010884,,,CB3633
720575940623955637,7205759406239556372,lLN2P_b_R,lLN2P_b,R,AL_R,902,1183,8789,lLN2P_b,lLN2P_b,lLN2P,lLN2P_b,lLN2P,AL local neuron;ALLN;ALl1_dorsal;lLN2P_b;left,,lLN2P_b,gaba,0.3069589790343355,"gaba, myoinhibitory peptide","Sizemore et al., 2023",lLN2P
720575940624180479,7205759406241804791,v2LN3A1_b_L,v2LN3A1_b,L,AL_L,2,59,397,v2LN3A1_b,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;glutamate;left;v2LN3A;v2LN3A1_b,v2LN3A1_b,v2LN3A,glutamate,0.3120967719914934,,,v2LN3a
720575940624180479,7205759406241804792,v2LN3A1_b_R,v2LN3A1_b,R,AL_R,261,147,2143,v2LN3A1_b,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;glutamate;left;v2LN3A;v2LN3A1_b,v2LN3A1_b,v2LN3A,glutamate,0.3120967719914934,,,v2LN3a
720575940635092122,7205759406350921222,l2LN19_R,l2LN19,R,AL_R,109,627,2645,l2LN19,l2LN19,l2LN19,l2LN19,l2LN19,AL local neuron;ALLN;l2LN19,,l2LN19,gaba,0.5988377366504405,,,l2LN19
720575940610680274,7205759406106802741,CB2527_L,CB2527,L,AL_L,9,153,1271,CB2527,CB2527,CB2527,,,AL local neuron;ALLN;ALv2;CB2527;glutamate;right,CB2527,,glutamate,0.5027632904877367,,,CB2527
720575940649154681,7205759406491546812,CB3679_R,CB3679,R,AL_R,195,606,2151,CB3679,CB3679,CB3679,,,AL local neuron;ALLN;CB3679,CB3679,,acetylcholine,0.5267344938135674,,,CB3679
720575940634809455,7205759406348094552,v2LN33_R,v2LN33,R,AL_R,39,281,2026,v2LN33,v2LN33,v2LN33,v2LN33,v2LN33,AL local neuron;ALLN;ALv2;left;v2LN33,,v2LN33,glutamate,0.5450247216030129,,,v2LN33
720575940622812799,7205759406228127991,CB3679_L,CB3679,L,AL_L,117,337,1502,CB3679,CB3679,CB3679,,,AL local neuron;ALLN;ALl1_dorsal;CB3679;right,CB3679,,acetylcholine,0.5355425488209029,,,CB3679
720575940639878589,7205759406398785891,CB3417_L,CB3417,L,AL_L,6,237,1937,CB3417,CB3417,CB3417,,,AL local neuron;ALLN;ALv2;CB3417;glutamate;right,CB3417,,glutamate,0.3832195410167667,,,CB3417
720575940639878589,7205759406398785892,CB3417_R,CB3417,R,AL_R,3,26,300,CB3417,CB3417,CB3417,,,AL local neuron;ALLN;ALv2;CB3417;glutamate;right,CB3417,,glutamate,0.3832195410167667,,,CB3417
720575940627768409,7205759406277684091,lLN8_L,lLN8,L,AL_L,98,519,2070,lLN8,lLN8,lLN8,lLN8,lLN8,AL local neuron;ALLN;lLN8,,lLN8,gaba,0.7717654274527597,,,lLN8
720575940627768409,7205759406277684092,lLN8_R,lLN8,R,AL_R,215,412,1668,lLN8,lLN8,lLN8,lLN8,lLN8,AL local neuron;ALLN;lLN8,,lLN8,gaba,0.7717654274527597,,,lLN8
720575940625013175,7205759406250131751,v2LN3A1_b_L,v2LN3A1_b,L,AL_L,391,182,2150,v2LN3A1_b,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;glutamate;right;v2LN3A;v2LN3A1_b,v2LN3A1_b,v2LN3A,glutamate,0.3062012936248152,,,v2LN3a
720575940625013175,7205759406250131752,v2LN3A1_b_R,v2LN3A1_b,R,AL_R,5,43,421,v2LN3A1_b,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;glutamate;right;v2LN3A;v2LN3A1_b,v2LN3A1_b,v2LN3A,glutamate,0.3062012936248152,,,v2LN3a
720575940628330885,7205759406283308851,CB3417_L,CB3417,L,AL_L,7,217,1802,CB3417,CB3417,CB3417,,,AL local neuron;ALLN;CB3417,CB3417,,glutamate,0.445727769096576,,,CB3417
720575940617249949,7205759406172499491,l2LN19_L,l2LN19,L,AL_L,171,704,3087,l2LN19,l2LN19,l2LN19,l2LN19,l2LN19,AL local neuron;ALLN;ALl1_ventral;l2LN19;right,,l2LN19,gaba,0.5911075775991014,,,l2LN19
720575940631858373,7205759406318583731,CB3417_L,CB3417,L,AL_L,2,68,521,CB3417,CB3417,CB3417,,,AL local neuron;ALLN;ALv2;CB3417;glutamate;left,CB3417,,glutamate,0.4108236029768812,,,CB3417
720575940631858373,7205759406318583732,CB3417_R,CB3417,R,AL_R,96,296,3086,CB3417,CB3417,CB3417,,,AL local neuron;ALLN;ALv2;CB3417;glutamate;left,CB3417,,glutamate,0.4108236029768812,,,CB3417
720575940634657431,7205759406346574311,l2LN19_L,l2LN19,L,AL_L,152,775,3243,l2LN19,l2LN19,l2LN19,l2LN19,l2LN19,AL local neuron;ALLN;ALl1_ventral;l2LN19;right,,l2LN19,gaba,0.6200330027313646,,,l2LN19
720575940612732273,7205759406127322731,v2LN33_L,v2LN33,L,AL_L,275,365,2673,v2LN33,v2LN33,v2LN33,v2LN33,v2LN33,AL local neuron;ALLN;ALv2;right;v2LN33,,v2LN33,glutamate,0.4337318799821715,,,v2LN33
720575940617295901,7205759406172959011,v2LN5_L,v2LN5,L,AL_L,112,195,1026,v2LN5,v2LN5,v2LN5,v2LN5,v2LN5,AL local neuron;ALLN;ALv2;glutamate;left;v2LN5,,v2LN5,glutamate,0.4980136296252686,,,v2LN5
720575940617295901,7205759406172959012,v2LN5_R,v2LN5,R,AL_R,1218,687,3770,v2LN5,v2LN5,v2LN5,v2LN5,v2LN5,AL local neuron;ALLN;ALv2;glutamate;left;v2LN5,,v2LN5,glutamate,0.4980136296252686,,,v2LN5
720575940659429761,7205759406594297611,v2LN33_L,v2LN33,L,AL_L,129,275,1948,v2LN33,v2LN33,v2LN33,v2LN33,v2LN33,AL local neuron;ALLN;ALv2;right;v2LN33,,v2LN33,glutamate,0.6058189703461808,,,v2LN33
720575940635934143,7205759406359341431,CB1676_L,CB1676,L,AL_L,10,43,586,CB1676,CB1676,CB1676,,,AL local neuron;ALLN;ALv2;CB1676;glutamate;left,CB1676,,glutamate,0.3595688331563304,,,CB1676
720575940635934143,7205759406359341432,CB1676_R,CB1676,R,AL_R,214,213,2726,CB1676,CB1676,CB1676,,,AL local neuron;ALLN;ALv2;CB1676;glutamate;left,CB1676,,glutamate,0.3595688331563304,,,CB1676
720575940630571052,7205759406305710521,lLN1_bc_L,lLN1_bc,L,AL_L,123,2000,9428,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",serotonin,0.2730932915186287,,,lLN1
720575940627014949,7205759406270149491,l2LN23_L,l2LN23,L,AL_L,434,429,3624,l2LN23,l2LN23,l2LN23,l2LN23,l2LN23,AL local neuron;ALLN;l2LN23,,l2LN23,gaba,0.4370794702898478,,,l2LN23
720575940621441494,7205759406214414942,v2LN33_R,v2LN33,R,AL_R,187,474,3005,v2LN33,v2LN33,v2LN33,v2LN33,v2LN33,AL local neuron;ALLN;ALv2;left;v2LN33,,v2LN33,glutamate,0.4582532674988087,,,v2LN33
720575940618458513,7205759406184585131,v2LN3A1_b_L,v2LN3A1_b,L,AL_L,1,14,252,v2LN3A1_b,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;left;v2LN3A;v2LN3A1_b,v2LN3A1_b,v2LN3A,acetylcholine,0.3773745427701444,,,v2LN3a
720575940618458513,7205759406184585132,v2LN3A1_b_R,v2LN3A1_b,R,AL_R,409,230,3707,v2LN3A1_b,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;left;v2LN3A;v2LN3A1_b,v2LN3A1_b,v2LN3A,acetylcholine,0.3773745427701444,,,v2LN3a
720575940617021234,7205759406170212341,CB3417_L,CB3417,L,AL_L,63,286,2971,CB3417,CB3417,CB3417,,,AL local neuron;ALLN;ALv2;CB3417;glutamate;right,CB3417,,glutamate,0.3898986812823636,,,CB3417
720575940617021234,7205759406170212342,CB3417_R,CB3417,R,AL_R,1,50,465,CB3417,CB3417,CB3417,,,AL local neuron;ALLN;ALv2;CB3417;glutamate;right,CB3417,,glutamate,0.3898986812823636,,,CB3417
720575940630592031,7205759406305920312,l2LN23_R,l2LN23,R,AL_R,293,381,3576,l2LN23,l2LN23,l2LN23,l2LN23,l2LN23,AL local neuron;ALLN;l2LN23,,l2LN23,acetylcholine,0.4762996535888372,,,l2LN23
720575940630323303,7205759406303233032,vLN28_vLN29_R,vLN28_vLN29,R,AL_R,428,347,2286,"vLN28,vLN29",vLN28,vLN28;vLN29,vLN28;vLN29,vLN28;vLN29,AL local neuron;ALLN;vLN28;vLN29,,"vLN28,vLN29",glutamate,0.5908586851430547,,,vLN28;vLN29
720575940627605779,7205759406276057791,lLN2P_b_L,lLN2P_b,L,AL_L,770,1067,6906,lLN2P_b,lLN2P_b,lLN2P,lLN2P_b,lLN2P,AL local neuron;ALLN;ALl1_dorsal;lLN2P_b;right,,lLN2P_b,gaba,0.3555067880463125,"gaba, myoinhibitory peptide","Sizemore et al., 2023",lLN2P
720575940627214235,7205759406272142352,l2LN23_R,l2LN23,R,AL_R,268,381,3575,l2LN23,l2LN23,l2LN23,l2LN23,l2LN23,AL local neuron;ALLN;l2LN23,,l2LN23,acetylcholine,0.5030280614376971,,,l2LN23
720575940621500865,7205759406215008652,lLN2P_a_R,lLN2P_a,R,AL_R,681,855,5537,lLN2P_a,lLN2P_a,lLN2P,lLN2P_a,lLN2P,AL local neuron;ALLN;lLN2P_a,,lLN2P_a,glutamate,0.3062984824297865,,,lLN2P
720575940613222835,7205759406132228351,v2LN3A1_b_L,v2LN3A1_b,L,AL_L,351,213,3012,v2LN3A1_b,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;acetylcholine;right;v2LN3A;v2LN3A1_b,v2LN3A1_b,v2LN3A,acetylcholine,0.3280307835321894,,,v2LN3a
720575940613222835,7205759406132228352,v2LN3A1_b_R,v2LN3A1_b,R,AL_R,3,6,148,v2LN3A1_b,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;acetylcholine;right;v2LN3A;v2LN3A1_b,v2LN3A1_b,v2LN3A,acetylcholine,0.3280307835321894,,,v2LN3a
720575940630077558,7205759406300775581,vLN28_vLN29_L,vLN28_vLN29,L,AL_L,564,321,2261,"vLN28,vLN29",vLN28,vLN28;vLN29,vLN28;vLN29,vLN28;vLN29,AL local neuron;ALLN;vLN28;vLN29,,"vLN28,vLN29",glutamate,0.5607796117480487,,,vLN28;vLN29
720575940631566700,7205759406315667001,v2LN3A1_b_L,v2LN3A1_b,L,AL_L,446,243,4193,v2LN3A1_b,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;acetylcholine;right;v2LN3A;v2LN3A1_b,v2LN3A1_b,v2LN3A,acetylcholine,0.3835952771867805,,,v2LN3a
720575940631566700,7205759406315667002,v2LN3A1_b_R,v2LN3A1_b,R,AL_R,1,9,173,v2LN3A1_b,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;acetylcholine;right;v2LN3A;v2LN3A1_b,v2LN3A1_b,v2LN3A,acetylcholine,0.3835952771867805,,,v2LN3a
720575940605758142,7205759406057581422,lLN2F_a_R,lLN2F_a,R,AL_R,4814,1729,19490,lLN2F_a,lLN2F_a,lLN2F,lLN2F_a,lLN2F,AL local neuron;ALLN;ALl1_dorsal;lLN2F_a;left,,lLN2F_a,gaba,0.3576820098500197,,,lLN2F
720575940610157688,7205759406101576881,lLN10_L,lLN10,L,AL_L,162,1051,6588,lLN10,lLN10,lLN10,lLN10,lLN10,AL local neuron;ALLN;lLN10,,lLN10,gaba,0.5567391221127271,,,lLN10
720575940617175965,7205759406171759651,v2LN5_L,v2LN5,L,AL_L,1607,929,4606,v2LN5,v2LN5,v2LN5,v2LN5,v2LN5,AL local neuron;ALLN;v2LN5,,v2LN5,glutamate,0.4221728850934249,,,v2LN5
720575940617175965,7205759406171759652,v2LN5_R,v2LN5,R,AL_R,84,128,816,v2LN5,v2LN5,v2LN5,v2LN5,v2LN5,AL local neuron;ALLN;v2LN5,,v2LN5,glutamate,0.4221728850934249,,,v2LN5
720575940614944977,7205759406149449771,lLN2P_b_L,lLN2P_b,L,AL_L,943,1137,7482,lLN2P_b,lLN2P_b,lLN2P,lLN2P_b,lLN2P,AL local neuron;ALLN;lLN2P_b,,lLN2P_b,gaba,0.3378278628524897,"gaba, myoinhibitory peptide","Sizemore et al., 2023",lLN2P
720575940615303391,7205759406153033911,lLN2X09_L,lLN2X09,L,AL_L,286,848,4183,lLN2X09,lLN2X09,lLN2X09,,,AL local neuron;ALLN;ALl1_dorsal;acetylcholine;lLN2X09;right,lLN2X09,,acetylcholine,0.4906299668297531,,,lLN2X09
720575940622038182,7205759406220381821,CB1676_L,CB1676,L,AL_L,197,288,3521,CB1676,CB1676,CB1676,,,AL local neuron;ALLN;ALv2;CB1676;acetylcholine;right,CB1676,,acetylcholine,0.3816267054631669,,,CB1676
720575940622038182,7205759406220381822,CB1676_R,CB1676,R,AL_R,1,9,369,CB1676,CB1676,CB1676,,,AL local neuron;ALLN;ALv2;CB1676;acetylcholine;right,CB1676,,acetylcholine,0.3816267054631669,,,CB1676
720575940612461461,7205759406124614611,lLN2P_c_L,lLN2P_c,L,AL_L,491,2884,10338,lLN2P_c,lLN2P_c,lLN2P,lLN2P_c,lLN2P,AL local neuron;ALLN;lLN2P_c,,lLN2P_c,gaba,0.5728088244322935,,,lLN2P
720575940606385440,7205759406063854402,lLN10_R,lLN10,R,AL_R,183,935,6483,lLN10,lLN10,lLN10,lLN10,lLN10,AL local neuron;ALLN;lLN10,,lLN10,gaba,0.4932375697971186,,,lLN10
720575940624079821,7205759406240798211,lLN8_L,lLN8,L,AL_L,289,467,1871,lLN8,lLN8,lLN8,lLN8,lLN8,AL local neuron;ALLN;lLN8,,lLN8,gaba,0.7510262140304304,,,lLN8
720575940624079821,7205759406240798212,lLN8_R,lLN8,R,AL_R,54,578,1859,lLN8,lLN8,lLN8,lLN8,lLN8,AL local neuron;ALLN;lLN8,,lLN8,gaba,0.7510262140304304,,,lLN8
720575940651758838,7205759406517588382,lLN2X07_R,lLN2X07,R,AL_R,494,838,5763,lLN2X07,lLN2X07,lLN2X07,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X07;left,lLN2X07,,acetylcholine,0.5023294040655425,,,lLN2X07
720575940633772452,7205759406337724522,lLN2X06_R,lLN2X06,R,AL_R,388,683,5179,lLN2X06,lLN2X06,lLN2X06,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X06;left,lLN2X06,,acetylcholine,0.4827168509320574,,,lLN2X06
